Facility Name,Opening Days and Hours,Phone,Latitude,Longitude,Formatted Address,Primary Type,Accessibility Options,Maps URI,Website URI
Orto-ped d.o.o.,,+386 1 433 20 04,46.0561295,14.5024906,"Vošnjakova ulica 1, 1000 Ljubljana, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=9898260153417683420,http://orto-ped.ordinacija.net/
Ortodent d.o.o.,Monday: 7:30 AM – 7:00 PM; Tuesday: 7:30 AM – 7:00 PM; Wednesday: 7:30 AM – 7:00 PM; Thursday: 7:30 AM – 7:00 PM; Friday: 7:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,+386 2 843 27 39,46.391703899999996,15.573108000000001,"Ljubljanska cesta 1, 2310 Slovenska Bistrica, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=7437126573496408289,http://www.ortodent.si/
Ortodontija Ferlež d.o.o.,Monday: 1:00 – 8:00 PM; Tuesday: 7:30 AM – 2:30 PM; Wednesday: 7:30 AM – 2:30 PM; Thursday: 12:50 – 6:20 PM; Friday: 7:30 AM – 12:45 PM; Saturday: Closed; Sunday: Closed,+386 7 332 11 41,45.801527,15.162894399999999,"Kandijska c. 4, 8000 Novo mesto, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=7323168376099768507,http://ortodont.net/
Ortodontija Malinger d.o.o.,Monday: 7:30 AM – 1:30 PM; Tuesday: 3:00 – 7:00 PM; Wednesday: 1:00 – 6:00 PM; Thursday: 7:30 AM – 12:30 PM; Friday: 7:30 AM – 12:30 PM; Saturday: Closed; Sunday: Closed,+386 3 620 04 90,46.3614901,15.1163652,"Vodnikova cesta 1, 3320 Velenje, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=18424361606171021919,
Ortopedska ambulanta Sašo Tonejc dr.med.,Monday: 12:00 – 7:30 PM; Tuesday: 7:00 AM – 2:00 PM; Wednesday: 7:00 AM – 2:00 PM; Thursday: 7:00 AM – 2:00 PM; Friday: 8:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 2 250 04 36,46.562511,15.657177099999998,"Partizanska cesta 49, 2000 Maribor, Slovenia",,wheelchairAccessibleEntrance,https://maps.google.com/?cid=2202867684741398064,
Oskar in Barbara Zobozdravstvene storitve d.o.o.,Monday: 12:30 – 7:30 PM; Tuesday: 8:00 AM – 3:30 PM; Wednesday: 8:00 AM – 3:30 PM; Thursday: 12:30 – 7:30 PM; Friday: 8:00 AM – 3:30 PM; Saturday: Closed; Sunday: Closed,+386 5 624 11 11,45.5371398,13.7297,"ul. 15. maja 19, 6000 Koper, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=450846495050997279,http://www.pepermint-dental.si/
OČESNA AMBULANTA NAKLO D.O.O.,,+386 41 466 982,46.2727029,14.3146363,"Glavna cesta 18, 4202 Naklo, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=7224901647536673868,http://očesna-ambulanta.si/
OČESNA ORDINACIJA - ALOJZ ŽIČKAR DR.MED. SPEC. OFTALMOLOG,Monday: 12:45 – 7:15 PM; Tuesday: 7:30 AM – 2:00 PM; Wednesday: 12:45 – 7:15 PM; Thursday: 7:30 AM – 2:00 PM; Friday: 7:30 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 41 670 850,46.3593955,15.116921699999999,"Šaleška cesta 19a, 3320 Velenje, Slovenia",,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=8355321121502496604,http://www.ocesnazickar.si/
OČESNI CENTER IRMAN d.o.o.,,+386 3 888 81 81,46.0613682,14.5148464,"Štihova ulica 9, 1000 Ljubljana, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=11963899335670552161,http://www.ocesneoperacije.si/
Očesna ambulanta Ophtacom,Monday: 9:00 AM – 5:00 PM; Tuesday: 8:00 AM – 4:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 8:00 AM – 4:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,+386 1 439 54 00,46.057003599999994,14.515476200000002,"Metelkova ulica 15, 1000 Ljubljana, Slovenia",store,,https://maps.google.com/?cid=9692996671567982026,https://ophtacom.si/kontakt
Očesna ordinacija Andrej Verk dr.med.,"Monday: 8:00 AM – 1:00 PM; Tuesday: 8:00 AM – 1:00 PM, 3:00 – 7:00 PM; Wednesday: 8:00 AM – 1:00 PM; Thursday: 8:00 AM – 1:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed",+386 41 412 126,46.3840425,15.564321300000001,"Ljubljanska cesta 80, 2310 Slovenska Bistrica, Slovenia",point_of_interest,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=8244103578225319935,http://www.okulistikaverk.si/
Očesna ordinacija in optika Oftalma,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,+386 1 518 31 30,46.0722825,14.4732289,"Ulica bratov Učakar 58, 1000 Ljubljana, Slovenia",,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom; wheelchairAccessibleSeating,https://maps.google.com/?cid=5324436601802351192,http://www.oftalma.si/
Očesni center HUDOVERNIK d.o.o.,,+386 2 614 42 79,46.5382793,15.6044633,"Pohorska ulica 21, 2000 Maribor, Slovenia",,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=6647799987021428484,http://www.oc-hudovernik.si/
Očesni center Preskar,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 7:00 PM; Saturday: 8:00 AM – 1:00 PM; Sunday: Closed,+386 7 332 41 44,45.8125128,15.1564669,"Kettejev drevored 32, 8000 Novo mesto, Slovenia",,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=5218372230267607131,https://www.preskar.si/
Očesni center Pušnik – Novljan d.o.o.,,+386 7 306 18 55,45.573594299999996,15.1916425,"Ulica Otona Župančiča 6b, 8340 Črnomelj, Slovenia",store,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=4141179328530802696,http://pusnik-novljan.si/Delovni-cas
Očesni center optimist d.o.o.,,+386 4 236 44 80,46.0663464,14.472224299999999,"Maleševa ulica 36, 1000 Ljubljana, Slovenia",store,,https://maps.google.com/?cid=5039286723805483502,http://www.optimist-optika.com/
PHYSIS MEDICINSKO SVETOVANJE IN STORITVE D.O.O.,Monday: 8:00 AM – 12:00 PM; Tuesday: 2:00 – 8:00 PM; Wednesday: 8:00 AM – 1:00 PM; Thursday: 8:00 AM – 12:00 PM; Friday: 8:00 AM – 12:00 PM; Saturday: Closed; Sunday: Closed,+386 40 678 535,46.0369469,14.4993418,"Barjanska cesta 62d, 1000 Ljubljana, Slovenia",doctor,wheelchairAccessibleParking,https://maps.google.com/?cid=3691916912537861681,https://www.physis-ordinacija.si/
PKM d.o.o.,Monday: 9:00 AM – 8:00 PM; Tuesday: 9:00 AM – 8:00 PM; Wednesday: 9:00 AM – 8:00 PM; Thursday: 9:00 AM – 8:00 PM; Friday: 9:00 AM – 8:00 PM; Saturday: Closed; Sunday: Closed,+386 1 232 26 00,46.055452599999995,14.513851800000001,"Slomškova ulica 23, 1000 Ljubljana, Slovenia",doctor,wheelchairAccessibleParking,https://maps.google.com/?cid=4086068754627536110,http://pkm.si/
PKR DENT zobozdravstvo in druge storitve d.o.o.,Monday: 11:00 AM – 7:00 PM; Tuesday: 11:00 AM – 7:00 PM; Wednesday: 7:00 AM – 2:00 PM; Thursday: 7:00 AM – 2:00 PM; Friday: 7:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 31 674 744,46.504021099999996,15.7559729,"Korenska cesta 31, 2241 Spodnji Duplek, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=17669800337018644299,https://www.ordinacij-pkr.si/
POKERŽNIK PETER dr.dent.med. - ZASEBNI ZOBOZDRAVNIK,Monday: 7:00 AM – 2:00 PM; Tuesday: 7:00 AM – 2:00 PM; Wednesday: 7:00 AM – 2:00 PM; Thursday: 12:00 – 7:00 PM; Friday: 7:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 40 690 459,46.556003,15.671716499999999,"Zrkovska cesta 67, 2000 Maribor, Slovenia",dentist,wheelchairAccessibleRestroom,https://maps.google.com/?cid=14414153633378649912,https://www.cakalnedobe.si/ambulante/pokerznik-peter-zasebni-zobozdravnik-zobozdravstvena-dejavnost/
POLO - DENT d.o.o.,,+386 1 519 21 03,46.10264050000001,14.531687199999999,"1231 Ljubljana - Črnuče, Slovenia",dental_clinic,wheelchairAccessibleParking,https://maps.google.com/?cid=6879124399680630556,
POŽRL MARKO DR.DENT.MED. - ZOBOZDRAVSTVENA ORDINACIJA,Monday: 8:00 AM – 4:00 PM; Tuesday: 8:00 AM – 4:00 PM; Wednesday: 8:30 AM – 4:00 PM; Thursday: 1:00 – 8:00 PM; Friday: 8:00 AM – 3:30 PM; Saturday: Closed; Sunday: Closed,+386 5 640 12 60,45.5299901,13.6678753,"Kajuhova ulica 34, 6310 Izola, Slovenia",dental_clinic,wheelchairAccessibleRestroom,https://maps.google.com/?cid=15136795682822567141,http://markopozrl.si/
PRAKAŠ MILANKA - PEDOPSIHIATRIČNA AMBULANTA,Monday: 12:30 – 7:30 PM; Tuesday: 8:00 AM – 3:00 PM; Wednesday: 12:30 – 7:30 PM; Thursday: 8:00 AM – 3:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,+386 590 46595,45.801527,15.162894399999999,"Kandijska c. 4, 8000 Novo mesto, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=6966561878509338030,
PRANA SHRI D.O.O.,Monday: 6:30 AM – 2:30 PM; Tuesday: 6:30 AM – 2:30 PM; Wednesday: 6:30 AM – 2:30 PM; Thursday: 6:30 AM – 2:30 PM; Friday: 6:30 AM – 2:30 PM; Saturday: Closed; Sunday: Closed,+386 51 311 145,46.071321399999995,14.545798699999999,"Ulica Gradnikove brigade 4, 1000 Ljubljana, Slovenia",physiotherapist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=3838355469899652224,https://www.cakalnedobe.si/ambulante/fizioterapija-in-druge-storitve-prana-shri-d-o-o-fizioterapija/
PRAPROTNIK IGOR dr.dent.med. - DOKTOR STOMATOLOGIJE,Monday: 12:00 – 7:15 PM; Tuesday: 12:15 – 7:15 PM; Wednesday: 7:00 AM – 1:00 PM; Thursday: 7:00 AM – 1:15 PM; Friday: 7:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 31 744 447,46.164516299999995,14.5944062,"Kamniška cesta 24, 1235 Radomlje, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=10864172898745934398,https://zdravniki-zobozdravniki.net/Clan/Igor-PRAPROTNIK-203
PRAVOVID ocesna ord. Maja Sojer Štular d.o.o.,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,+386 1 251 15 30,46.035855600000005,14.524709000000001,"Dolenjska cesta 43, 1000 Ljubljana, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=17253867939800383955,https://www.pravovid.com/naroanje-1
PRENADENT d.o.o.,Monday: 12:00 – 8:00 PM; Tuesday: 12:00 – 8:00 PM; Wednesday: 7:30 AM – 3:30 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 7:30 AM – 3:30 PM; Saturday: Closed; Sunday: Closed,+386 40 934 000,45.9472732,14.548092800000001,"Draga 1, 1292 Ig, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=15506678613426152667,https://prenadent.si/
PSIHIATRIČNA BOLNIŠNICA BEGUNJE,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 4 533 52 00,46.3769997,14.201374399999999,"Begunje na Gorenjskem 55, 4275 Begunje na Gorenjskem, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=14931359037131155243,https://www.pb-begunje.si/
PSIHIATRIČNA BOLNIŠNICA IDRIJA,,+386 5 373 44 00,46.0058052,14.0207444,"Pot Sv. Antona 49, 5280 Idrija, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=4235925689120504124,https://www.pb-idrija.si/
PSIHIATRIČNA BOLNIŠNICA ORMOŽ,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 2 741 51 00,46.4071411,16.141325,"Ptujska cesta 33, 2270 Ormož, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=13843593577126903083,https://www.pb-ormoz.si/
PSIHIATRIČNA BOLNIŠNICA VOJNIK,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,+386 3 780 01 00,46.283924999999996,15.306593199999998,"Celjska cesta 37, 3212 Vojnik, Slovenia",,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=8348769171868151814,https://www.pb-vojnik.si/
PUKLAVEC GROZNIK JANJA DR.DENT.MED. - ZASEBNA ZOBOZDRAVNICA,,+386 1 280 32 59,46.064369899999996,14.5257011,"Savska cesta 10, 1000 Ljubljana, Slovenia",dental_clinic,wheelchairAccessibleParking,https://maps.google.com/?cid=9410212078892756845,
PULMED ambulanta za pljučne bolezni in alergije d.o.o.,Monday: 12:00 – 7:30 PM; Tuesday: 7:30 AM – 2:00 PM; Wednesday: 12:00 – 7:30 PM; Thursday: 7:30 AM – 2:00 PM; Friday: 7:30 AM – 12:00 PM; Saturday: Closed; Sunday: Closed,+386 1 256 23 90,46.0339479,14.483390399999998,"Koprska ulica 94a, 1000 Ljubljana, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=10436052234819669360,https://www.medipulmo.com/
PUSTOVRH BOJAN dr.med. Zasebna spec. amb. za bolezni šc.in druge notranje bol,"Monday: 6:30 AM – 2:00 PM, 3:00 – 8:00 PM; Tuesday: 6:30 AM – 2:00 PM; Wednesday: 6:30 AM – 2:00 PM; Thursday: 1:30 – 8:30 PM; Friday: 6:30 AM – 2:00 PM; Saturday: Closed; Sunday: Closed",+386 591 56787,46.230045,15.267532099999999,"Aškerčeva ulica 1, 3000 Celje, Slovenia",,wheelchairAccessibleParking,https://maps.google.com/?cid=5179136247704696059,http://www.ambulanta-za-scitnico.si/
Parodontologija Igličar,,,46.234958,14.361346999999999,"Vrečkova ulica 3, 4000 Kranj, Slovenia",dentist,wheelchairAccessibleParking,https://maps.google.com/?cid=9951191552146120174,https://parodontologija-kranj.si/
PermaDent zobozdravstvena dejavnost d.o.o.,,,46.641315,16.0438434,"Radgonska cesta 2, 9252 Radenci, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=9143691116442705511,https://www.moja-dejavnost.si/zasebna-zobna-ambulanta-radenci/permadent-doo/MMxnkurNQR
Plasticna kirurgija Janežič Tomaž Janežič s.p.,Monday: 11:30 AM – 7:00 PM; Tuesday: 8:00 AM – 1:30 PM; Wednesday: 8:00 AM – 1:30 PM; Thursday: 8:00 AM – 1:30 PM; Friday: 8:00 AM – 1:30 PM; Saturday: Closed; Sunday: Closed,+386 41 397 027,46.052346899999996,14.5282153,"Gasparijeva ulica 12, 1000 Ljubljana, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=11765062773185431312,http://www.klinika-janezic.si/
Potokar Mojca - Zobna ordinacija,,+386 1 534 30 08,46.0919519,14.5749417,"Belinka, Zasavska cesta 95, 1231 Ljubljana - Črnuče, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=17244664087360677150,
Privšek Iztok - Zobozdravstvo,Monday: 1:00 – 8:00 PM; Tuesday: 1:00 – 8:00 PM; Wednesday: 8:00 AM – 3:00 PM; Thursday: 8:00 AM – 2:30 PM; Friday: 8:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 1 283 92 38,46.039446999999996,14.507674899999998,"Opekarska cesta 11, 1000 Ljubljana, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=8769622873815607578,
Probocca d.o.o.,No data found,,,,,,,,
Psih.in psihoter.ordinacija Klelija Hrovatic d.o.o.,Monday: 12:00 – 8:00 PM; Tuesday: 7:30 AM – 6:00 PM; Wednesday: 7:30 AM – 3:45 PM; Thursday: 7:30 AM – 4:30 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,+386 30 369 929,46.036137,14.489526600000001,"Cesta v Mestni log 55, 1000 Ljubljana, Slovenia",doctor,wheelchairAccessibleParking,https://maps.google.com/?cid=7476514071868450748,https://www.zdravniki-zobozdravniki.net/clan/Klelija-HROVATIC-806/
Psihiatricna in pedopsihiatricna ordinacija  Anja Reljic Princic dr.med.,Monday: 12:00 – 8:00 PM; Tuesday: 7:30 AM – 6:00 PM; Wednesday: 7:30 AM – 3:45 PM; Thursday: 7:30 AM – 4:30 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,+386 30 369 929,46.036137,14.489526600000001,"Cesta v Mestni log 55, 1000 Ljubljana, Slovenia",doctor,wheelchairAccessibleParking,https://maps.google.com/?cid=7476514071868450748,https://www.zdravniki-zobozdravniki.net/clan/Klelija-HROVATIC-806/
Pulmedico d.o.o.,Monday: 12:30 – 8:00 PM; Tuesday: 7:00 AM – 2:30 PM; Wednesday: 10:00 AM – 5:00 PM; Thursday: 7:00 AM – 2:30 PM; Friday: 8:00 – 11:00 AM; Saturday: Closed; Sunday: Closed,+386 64 299 900,46.056935100000004,14.538171700000001,"Zaloška cesta 69, 1000 Ljubljana - Polje, Slovenia",doctor,wheelchairAccessibleParking,https://maps.google.com/?cid=2000765266540031631,https://www.pulmedico.si/
Pulmovita d.o.o.,,+386 1 547 43 30,46.0562908,14.538385100000001,"Zaloška cesta 69, 1000 Ljubljana, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=6460134615739652867,
Pupič-Gaberšek Vesna - DOKTOR STOMATOLOGIJE,,,46.3614901,15.1163652,"Vodnikova cesta 1, 3320 Velenje, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=6402004820707636996,
R DENT d.o.o.,,+386 1 433 93 59,46.051991,14.513129600000001,"Petkovškovo nabrežje 57, 1000 Ljubljana, Slovenia",dental_clinic,,https://maps.google.com/?cid=12017758171962280191,http://www.dentart.si/
RADIOMED d.o.o.,Monday: 1:00 – 8:00 PM; Tuesday: 8:00 AM – 3:00 PM; Wednesday: 8:00 AM – 3:00 PM; Thursday: Closed; Friday: Closed; Saturday: Closed; Sunday: Closed,+386 2 618 52 17,46.499455499999996,15.6490562,"Glaserjev trg 1, 2311 Hoče, Slovenia",,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=7373253999502524457,https://www.ambulantaradiomed.si/
RCD d.o.o.,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 3:00 PM; Thursday: 8:00 AM – 3:00 PM; Friday: 4:00 – 8:00 PM; Saturday: Closed; Sunday: Closed,+386 590 91010,46.0768789,14.4658994,"Ulica bratov Babnik 10, 1000 Ljubljana, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=17702588327524562324,http://www.ultrazvok.net/
REMEDA MEDICINSKI CENTER DOMŽALE D.O.O.,Monday: 7:00 AM – 8:00 PM; Tuesday: 7:00 AM – 8:00 PM; Wednesday: 7:00 AM – 8:00 PM; Thursday: 7:00 AM – 8:00 PM; Friday: 7:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,+386 820 55436,46.1378808,14.602470799999999,"C. Talcev 10, 1230 Domžale, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=13451691056207291964,http://www.remeda.si/
ROK-LAB Zobozdravstvo d.o.o.,Monday: 11:00 AM – 7:00 PM; Tuesday: 11:00 AM – 7:00 PM; Wednesday: 7:00 AM – 2:00 PM; Thursday: 7:00 AM – 2:00 PM; Friday: 7:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 4 510 51 01,46.1023285,14.142183,"Trata 7a, 4224 Gorenja vas, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=18425660780582520984,
Ronald Novak dr.dent.med. - Zasebna Zobozdravstvena Ambulanta,Monday: 1:00 – 7:30 PM; Tuesday: 7:30 AM – 2:00 PM; Wednesday: 12:30 – 7:00 PM; Thursday: 7:30 AM – 2:00 PM; Friday: 7:30 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 3 571 62 00,46.2509148,15.1622415,"Prešernova ulica 6, 3310 Žalec, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=5847623334468364201,https://zdravniki-zobozdravniki.net/Clan/Ronald-NOVAK-1114
SAMOTORČAN SLAVKO dr.dent.med. - ZASEBNA ZOBNA AMBULANTA,Monday: 1:45 – 6:15 PM; Tuesday: 1:45 – 7:00 PM; Wednesday: 7:00 AM – 1:30 PM; Thursday: 7:00 AM – 1:30 PM; Friday: 7:00 AM – 1:30 PM; Saturday: 8:00 AM – 12:00 PM; Sunday: Closed,+386 5 673 34 30,45.5044563,13.601758799999999,"Cesta solinarjev 1, 6320 Portorož, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=6111585624282008654,
SANIDENT d.o.o. – ortodontija,Monday: 12:00 – 8:00 PM; Tuesday: 10:00 AM – 8:00 PM; Wednesday: 7:00 AM – 3:00 PM; Thursday: 7:00 AM – 1:00 PM; Friday: 7:00 AM – 12:30 PM; Saturday: Closed; Sunday: Closed,+386 3 757 67 00,46.371186200000004,15.3911611,"Kovaška cesta 25 b, 3214 Zreče, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=16513279079591737301,https://sanident.weebly.com/
SANIDENT d.o.o. – zobozdravstvo odrasli,Monday: 12:00 – 8:00 PM; Tuesday: 10:00 AM – 8:00 PM; Wednesday: 7:00 AM – 3:00 PM; Thursday: 7:00 AM – 1:00 PM; Friday: 7:00 AM – 12:30 PM; Saturday: Closed; Sunday: Closed,+386 3 757 67 00,46.371186200000004,15.3911611,"Kovaška cesta 25 b, 3214 Zreče, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=16513279079591737301,https://sanident.weebly.com/
SANJA RAŠIĆ DDM ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA,,+386 3 705 34 90,46.2360392,15.090903999999998,"Graščinska cesta 11, 3312 Prebold, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=4613548395364973887,https://zdravniki-zobozdravniki.net/Clan/Sanja-RASIC-1085
SANOS D.O.O.,Monday: 1:00 – 8:00 PM; Tuesday: 8:00 AM – 1:00 PM; Wednesday: 8:00 AM – 1:00 PM; Thursday: 7:00 AM – 1:00 PM; Friday: 7:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 40 742 247,46.1821558,14.323153600000001,"Sv. Duh 61a, 4220 Škofja Loka, Slovenia",,wheelchairAccessibleParking,https://maps.google.com/?cid=17401997366648507034,http://www.sanjakrajnik.si/
SIMED d.o.o. - zdravstvo,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 12:00 PM; Saturday: Closed; Sunday: Closed,+386 1 540 02 00,46.044151299999996,14.4987125,"Finžgarjeva ulica 4, 1000 Ljubljana, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=3630029850434128369,http://www.simed.si/
SIMED d.o.o. - zobozdravstvo,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 12:00 PM; Saturday: Closed; Sunday: Closed,+386 1 540 02 00,46.044151299999996,14.4987125,"Finžgarjeva ulica 4, 1000 Ljubljana, Slovenia",hospital,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=3630029850434128369,http://www.simed.si/
SMEJKO PETRA PRODAN ŠUMNIK ZOBOZDRAVSTVO & ESTETIKA D.O.O.,,+386 3 548 51 19,46.240138599999995,15.253169300000001,"Lava 7, 3000 Celje, Slovenia",point_of_interest,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=424565742552905228,http://www.zdravniki-zobozdravniki.net/
SONART zdravstvene in druge storitve d.o.o.,Monday: 9:00 AM – 6:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 1:00 – 5:00 PM; Friday: 8:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 51 306 188,46.0553087,14.514702599999998,"Slomškova ulica 35, 1000 Ljubljana, Slovenia",doctor,wheelchairAccessibleParking,https://maps.google.com/?cid=7754607694930635845,https://sonart.at/
