id,name,idProcedure,fullName
724,MR multipla skleroza brez KS,1758,MR multipla skleroza brez KS
2117,MR multipla skleroza brez KS - otroci,2857,MR multipla skleroza brez KS - otroci
728,MR multipla skleroza s KS,1762,MR multipla skleroza s KS
2120,MR multipla skleroza s KS - otroci,2860,MR multipla skleroza s KS - otroci
1259,MR multipla skleroza s KS s 3D,2347,MR multipla skleroza s KS s 3D
2310,MR multipla skleroza s KS s 3D - otroci,3050,MR multipla skleroza s KS s 3D - otroci
722,MR obraza in drugo brez KS,1756,MR obraza in drugo brez KS
2115,MR obraza in drugo brez KS - otroci,2855,MR obraza in drugo brez KS - otroci
726,MR obraza in drugo s KS,1760,MR obraza in drugo s KS
2119,MR obraza in drugo s KS - otroci,2859,MR obraza in drugo s KS - otroci
817,MR primerjava za skupino MR preiskave,1851,MR primerjava za skupino MR preiskave
2207,MR primerjava za skupino MR preiskave - otroci,2947,MR primerjava za skupino MR preiskave - otroci
1247,MR protokol epilepsija brez KS,2345,MR protokol epilepsija brez KS
2308,MR protokol epilepsija brez KS - otroci,3048,MR protokol epilepsija brez KS - otroci
1271,MR protokol epilepsija s KS,2346,MR protokol epilepsija s KS
2309,MR protokol epilepsija s KS - otroci,3049,MR protokol epilepsija s KS - otroci
2350,MR protokol za Mb.Gaucher - otroci,3090,MR protokol za Mb.Gaucher - otroci
2349,MR protokol za mišične bolezni - otroci,3089,MR protokol za mišične bolezni - otroci
757,MR prsnega koša,1791,MR prsnega koša
2149,MR prsnega koša - otroci,2889,MR prsnega koša - otroci
764,MR prsnega koša s KS,1798,MR prsnega koša s KS
2156,MR prsnega koša s KS - otroci,2896,MR prsnega koša s KS - otroci
731,MR rame,1765,MR rame
2123,MR rame - otroci,2863,MR rame - otroci
748,MR rame s KS,1782,MR rame s KS
2140,MR rame s KS - otroci,2880,MR rame s KS - otroci
736,MR roke,1770,MR roke
2128,MR roke - otroci,2868,MR roke - otroci
750,MR roke s KS,1784,MR roke s KS
2142,MR roke s KS - otroci,2882,MR roke s KS - otroci
2135,MR SIS (sakroiliakalnega sklepa) brez KS - otroci,2875,MR SIS (sakroiliakalnega sklepa) brez KS - otroci
743,MR SIS (sakroliakalnega sklepa) brez KS,1777,MR SIS (sakroliakalnega sklepa) brez KS
756,MR SIS (sakroliakalnega sklepa) s KS,1790,MR SIS (sakroliakalnega sklepa) s KS
2148,MR SIS (sakroliakalnega sklepa) s KS - otroci,2888,MR SIS (sakroliakalnega sklepa) s KS - otroci
741,MR skeleta artrografija - vsak sklep,1775,MR skeleta artrografija - vsak sklep
2133,MR skeleta artrografija - vsak sklep - otroci,2873,MR skeleta artrografija - vsak sklep - otroci
742,MR skeleta brez KS - drugo,1776,MR skeleta brez KS - drugo
2134,MR skeleta brez KS - drugo - otroci,2874,MR skeleta brez KS - drugo - otroci
755,MR skeleta s KS - drugo,1789,MR skeleta s KS - drugo
2147,MR skeleta s KS - drugo - otroci,2887,MR skeleta s KS - drugo - otroci
806,MR spektroskopija,1840,MR spektroskopija
2198,MR spektroskopija - otroci,2938,MR spektroskopija - otroci
808,MR spektroskopija dojke,1842,MR spektroskopija dojke
2200,MR spektroskopija dojke - otroci,2940,MR spektroskopija dojke - otroci
807,MR spektroskopija glave,1841,MR spektroskopija glave
2199,MR spektroskopija glave - otroci,2939,MR spektroskopija glave - otroci
2357,MR spektroskopija jeter - otroci,3097,MR spektroskopija jeter - otroci
809,MR spektroskopija prostate,1843,MR spektroskopija prostate
2201,MR spektroskopija prostate - otroci,2941,MR spektroskopija prostate - otroci
798,MR srca - prikaz funkcije brez KS,1832,MR srca - prikaz funkcije brez KS
2190,MR srca - prikaz funkcije brez KS - otroci,2930,MR srca - prikaz funkcije brez KS - otroci
800,MR srca - prikaz funkcije s KS,1834,MR srca - prikaz funkcije s KS
2192,MR srca - prikaz funkcije s KS - otroci,2932,MR srca - prikaz funkcije s KS - otroci
797,MR srca - prikaz morfoloških struktur brez KS,1831,MR srca - prikaz morfoloških struktur brez KS
2189,MR srca - prikaz morfoloških struktur brez KS - otroci,2929,MR srca - prikaz morfoloških struktur brez KS - otroci
799,MR srca - prikaz morfoloških struktur s KS,1833,MR srca - prikaz morfoloških struktur s KS
2191,MR srca - prikaz morfoloških struktur s KS - otroci,2931,MR srca - prikaz morfoloških struktur s KS - otroci
1273,MR srca in velikih žil brez KS,2353,MR srca in velikih žil brez KS
2316,MR srca in velikih žil brez KS - otroci,3056,MR srca in velikih žil brez KS - otroci
2058,MR srca s perfuzijo ob obremenitvi s KS,2800,MR srca s perfuzijo ob obremenitvi s KS
2340,MR srca s perfuzijo ob obremenitvi s KS - otroci,3080,MR srca s perfuzijo ob obremenitvi s KS - otroci
740,MR stopala,1774,MR stopala
2132,MR stopala - otroci,2872,MR stopala - otroci
754,MR stopala s KS,1788,MR stopala s KS
2146,MR stopala s KS - otroci,2886,MR stopala s KS - otroci
732,MR torakalne hrbtenice,1766,MR torakalne hrbtenice
2124,MR torakalne hrbtenice - otroci,2864,MR torakalne hrbtenice - otroci
745,MR torakalne hrbtenice  s KS,1779,MR torakalne hrbtenice  s KS
2137,MR torakalne hrbtenice  s KS - otroci,2877,MR torakalne hrbtenice  s KS - otroci
758,MR trebušnih organov,1792,MR trebušnih organov
2150,MR trebušnih organov - otroci,2890,MR trebušnih organov - otroci
765,MR trebušnih organov s KS,1799,MR trebušnih organov s KS
2157,MR trebušnih organov s KS - otroci,2897,MR trebušnih organov s KS - otroci
2346,MR urografija - otroci,3086,MR urografija - otroci
803,MR vodeni posegi,1837,MR vodeni posegi
2195,MR vodeni posegi - otroci,2935,MR vodeni posegi - otroci
723,MR vratu brez KS,1757,MR vratu brez KS
2116,MR vratu brez KS - otroci,2856,MR vratu brez KS - otroci
729,MR vratu s KS,1763,MR vratu s KS
2121,MR vratu s KS - otroci,2861,MR vratu s KS - otroci
1242,MR z anestezijo,2355,MR z anestezijo
2317,MR z anestezijo - otroci,3057,MR z anestezijo - otroci
2358,MR z anestezijo - 2 preiskavi - otroci,3098,MR z anestezijo - 2 preiskavi - otroci
2359,MR z anestezijo - 3 preiskave - otroci,3099,MR z anestezijo - 3 preiskave - otroci
810,MR z endorektalno tuljavo,1844,MR z endorektalno tuljavo
2202,MR z endorektalno tuljavo - otroci,2942,MR z endorektalno tuljavo - otroci
735,MR zapestja,1769,MR zapestja
2127,MR zapestja - otroci,2867,MR zapestja - otroci
749,MR zapestja s KS,1783,MR zapestja s KS
2141,MR zapestja s KS - otroci,2881,MR zapestja s KS - otroci
760,MR zgornjega abdomna,1794,MR zgornjega abdomna
2152,MR zgornjega abdomna - otroci,2892,MR zgornjega abdomna - otroci
767,MR zgornjega abdomna  s KS,1801,MR zgornjega abdomna  s KS
2159,MR zgornjega abdomna  s KS - otroci,2899,MR zgornjega abdomna  s KS - otroci
795,MRA  drugih področij s KS,1829,MRA  drugih področij s KS
2187,MRA  drugih področij s KS - otroci,2927,MRA  drugih področij s KS - otroci
785,MRA abdominalne aorte KS,1819,MRA abdominalne aorte KS
2177,MRA abdominalne aorte KS - otroci,2917,MRA abdominalne aorte KS - otroci
775,MRA abdominalne aorte TOF,1809,MRA abdominalne aorte TOF
2167,MRA abdominalne aorte TOF - otroci,2907,MRA abdominalne aorte TOF - otroci
773,MRA aorto- cervikalna  TOF,1807,MRA aorto- cervikalna  TOF
2165,MRA aorto- cervikalna  TOF - otroci,2905,MRA aorto- cervikalna  TOF - otroci
783,MRA aorto- cervikalna KS,1817,MRA aorto- cervikalna KS
2175,MRA aorto- cervikalna KS - otroci,2915,MRA aorto- cervikalna KS - otroci
2170,MRA ekstremitet ( vsaka okončina posebej ) TOF - otroci,2910,MRA ekstremitet ( vsaka okončina posebej ) TOF - otroci
778,MRA ekstremiteti ( vsaka okončina posebej ) TOF,1812,MRA ekstremiteti ( vsaka okončina posebej ) TOF
792,MRA hrbtenice s KS,1826,MRA hrbtenice s KS
2184,MRA hrbtenice s KS - otroci,2924,MRA hrbtenice s KS - otroci
794,MRA medenice s KS,1828,MRA medenice s KS
2186,MRA medenice s KS - otroci,2926,MRA medenice s KS - otroci
781,MRA možganskega žilja - arterije KS,1815,MRA možganskega žilja - arterije KS
2173,MRA možganskega žilja - arterije KS - otroci,2913,MRA možganskega žilja - arterije KS - otroci
771,MRA možganskega žilja - arterije TOF,1805,MRA možganskega žilja - arterije TOF
2163,MRA možganskega žilja - arterije TOF - otroci,2903,MRA možganskega žilja - arterije TOF - otroci
782,MRA možganskega žilja - vene KS,1816,MRA možganskega žilja - vene KS
2174,MRA možganskega žilja - vene KS - otroci,2914,MRA možganskega žilja - vene KS - otroci
772,MRA možganskega žilja - vene TOF,1806,MRA možganskega žilja - vene TOF
2164,MRA možganskega žilja - vene TOF - otroci,2904,MRA možganskega žilja - vene TOF - otroci
788,MRA pelvičnih a. In arterij spodnjih udov,1822,MRA pelvičnih a. In arterij spodnjih udov
2180,MRA pelvičnih a. in arterij spodnjih udov - otroci,2920,MRA pelvičnih a. in arterij spodnjih udov - otroci
787,MRA pelvično žilje KS,1821,MRA pelvično žilje KS
2179,MRA pelvično žilje KS - otroci,2919,MRA pelvično žilje KS - otroci
777,MRA pelvično žilje TOF,1811,MRA pelvično žilje TOF
2169,MRA pelvično žilje TOF - otroci,2909,MRA pelvično žilje TOF - otroci
786,MRA pljučnih arterij KS,1820,MRA pljučnih arterij KS
2178,MRA pljučnih arterij KS - otroci,2918,MRA pljučnih arterij KS - otroci
776,MRA pljučnih arterij TOF,1810,MRA pljučnih arterij TOF
2168,MRA pljučnih arterij TOF - otroci,2908,MRA pljučnih arterij TOF - otroci
796,MRA pljučnih ven s KS,1830,MRA pljučnih ven s KS
2188,MRA pljučnih ven s KS - otroci,2928,MRA pljučnih ven s KS - otroci
791,MRA prsnega koša s KS,1825,MRA prsnega koša s KS
2183,MRA prsnega koša s KS - otroci,2923,MRA prsnega koša s KS - otroci
789,MRA renalno žilje KS,1823,MRA renalno žilje KS
2181,MRA renalno žilje KS - otroci,2921,MRA renalno žilje KS - otroci
779,MRA renalno žilje TOF,1813,MRA renalno žilje TOF
2171,MRA renalno žilje TOF - otroci,2911,MRA renalno žilje TOF - otroci
802,MRA srca in velikih žil - prikaz pretoka s KS,1836,MRA srca in velikih žil - prikaz pretoka s KS
2194,MRA srca in velikih žil - prikaz pretoka s KS - otroci,2934,MRA srca in velikih žil - prikaz pretoka s KS - otroci
780,MRA TOF - drugo,1814,MRA TOF - drugo
2172,MRA TOF - drugo - otroci,2912,MRA TOF - drugo - otroci
784,MRA torakalne aorte KS,1818,MRA torakalne aorte KS
2176,MRA torakalne aorte KS - otroci,2916,MRA torakalne aorte KS - otroci
774,MRA torakalne aorte TOF,1808,MRA torakalne aorte TOF
2166,MRA torakalne aorte TOF - otroci,2906,MRA torakalne aorte TOF - otroci
793,MRA trebuha s KS,1827,MRA trebuha s KS
2185,MRA trebuha s KS - otroci,2925,MRA trebuha s KS - otroci
790,MRA zgornje okončine s KS,1824,MRA zgornje okončine s KS
2182,MRA zgornje okončine s KS - otroci,2922,MRA zgornje okončine s KS - otroci
1265,MRCP  (pregled žolčnega sistema),2349,MRCP  (pregled žolčnega sistema)
2312,MRCP  (pregled žolčnega sistema) - otroci,3052,MRCP  (pregled žolčnega sistema) - otroci
424,Nadkolenska amputacija,1427,Nadkolenska amputacija
2521,Nadomestna in dopolnilna komunikacija pri odraslih,3248,Nadomestna in dopolnilna komunikacija pri odraslih
2568,Nadomestna in dopolnilna komunikacija pri odraslih - prvi pregled,3248P,Nadomestna in dopolnilna komunikacija pri odraslih - prvi pregled
2526,Nadomestna in dopolnilna komunikacija pri otrocih,3253,Nadomestna in dopolnilna komunikacija pri otrocih
2578,Nadomestna in dopolnilna komunikacija pri otrocih - prvi pregled,3253P,Nadomestna in dopolnilna komunikacija pri otrocih - prvi pregled
859,Nativno slikanje ledvic,1893,Nativno slikanje ledvic
2249,Nativno slikanje ledvic - otroci,2989,Nativno slikanje ledvic - otroci
369,Nefrektomija,1372,Nefrektomija
350,Nefrolitotomija,1353,Nefrolitotomija
45,Nefrološki pregled - prvi,1024P,Nefrološki pregled - prvi
122,Nefrološki pregled otroka - prvi,1061P,Nefrološki pregled otroka - prvi
370,Nefroureterektomija,1373,Nefroureterektomija
1166,Neinvazivna možganska stimulacija v psihiatriji,2095,Neinvazivna možganska stimulacija v psihiatriji
446,Nekrektomija in oskrba opeklin do 20 % - s kožnimi transplantati,1449,Nekrektomija in oskrba opeklin do 20 % - s kožnimi transplantati
447,Nekrektomija in oskrba opeklin nad 20% - s kožnimi transplantati,1450,Nekrektomija in oskrba opeklin nad 20% - s kožnimi transplantati
490,Neopredeljeni diagnostični ORL testi in meritve,1493,Neopredeljeni diagnostični ORL testi in meritve
47,Nevrokirurški pregled - prvi,1025P,Nevrokirurški pregled - prvi
1268,Nevrokirurški pregled otroka - prvi,2324P,Nevrokirurški pregled otroka - prvi
49,Nevrološki pregled - prvi,1026P,Nevrološki pregled - prvi
134,Nevrološki pregled otroka - prvi,1067P,Nevrološki pregled otroka - prvi
1884,Nevrološki pregled v subspecialistični ambulanti - prvi,2654P,Nevrološki pregled v subspecialistični ambulanti - prvi
1550,Nevrološki pregled zaradi avtizma - prvi,2486P,Nevrološki pregled zaradi avtizma - prvi
469,Nevromišična elektrodiagnostika (tudi elektromiografija EMG),1472,Nevromišična elektrodiagnostika (tudi elektromiografija EMG)
1148,Obravnava bolezni slinavk,2233,Obravnava bolezni slinavk
1173,Obravnava debelosti otrok - prvi pregled,2240P,Obravnava debelosti otrok - prvi pregled
1117,Obravnava endometrioze na terciarni ravni,2202,Obravnava endometrioze na terciarni ravni
2506,Obravnava o/m z nekemičnimi oblikami zasvojenosti in komorbidnimi stanji - Digitalni detox,3233,Obravnava o/m z nekemičnimi oblikami zasvojenosti in komorbidnimi stanji - Digitalni detox
1898,Obravnava otroka ali mladostnika pri psihologu - prva,2667P,Obravnava otroka ali mladostnika pri psihologu - prva
1900,Obravnava pri specialnem pedagogu - prvi,2668P,Obravnava pri specialnem pedagogu - prvi
2528,Obravnava spastičnosti pri pacientih po možganski kapi,3255,Obravnava spastičnosti pri pacientih po možganski kapi
2582,Obravnava spastičnosti pri pacientih po možganski kapi - prvi pregled,3255P,Obravnava spastičnosti pri pacientih po možganski kapi - prvi pregled
2529,Obravnava spastičnosti pri pacientih z možganskimi poškodbami in drugimi možganskimi okvarami,3256,Obravnava spastičnosti pri pacientih z možganskimi poškodbami in drugimi možganskimi okvarami
2584,Obravnava spastičnosti pri pacientih z možganskimi poškodbami in drugimi možganskimi okvarami - prvi pregled,3256P,Obravnava spastičnosti pri pacientih z možganskimi poškodbami in drugimi možganskimi okvarami - prvi pregled
1958,Obravnava v ambulanti za klinično prehrano - prva,2733P,Obravnava v ambulanti za klinično prehrano - prva
1573,Obravnava v psihosomatski ambulanti - prvi pregled,2599P,Obravnava v psihosomatski ambulanti - prvi pregled
1526,Obravnava voznikov s posebnimi potrebami - prvi pregled,2532P,Obravnava voznikov s posebnimi potrebami - prvi pregled
918,Obremenitvena ehokardiografija,1953,Obremenitvena ehokardiografija
2273,Obremenitvena ehokardiografija - otroci,3013,Obremenitvena ehokardiografija - otroci
509,Obremenitveno testiranje (Cikloergometrija),1512,Obremenitveno testiranje (Cikloergometrija)
454,Obsežna drenažna incizija z nekrektomijo,1457,Obsežna drenažna incizija z nekrektomijo
428,Odprta naravnava zapletenega zloma spodnje čeljustnice,1431,Odprta naravnava zapletenega zloma spodnje čeljustnice
427,Odprta naravnava zloma spodnje čeljustnice,1430,Odprta naravnava zloma spodnje čeljustnice
430,Odprta naravnava zloma zigomatične kosti,1433,Odprta naravnava zloma zigomatične kosti
312,Odstranitev bezgavk,1315,Odstranitev bezgavk
620,Odstranitev bradavic,1656,Odstranitev bradavic
1128,Odstranitev ciste v oralni kirurgiji,2213,Odstranitev ciste v oralni kirurgiji
1130,Odstranitev eksostoz,2215,Odstranitev eksostoz
458,Odstranitev lezije na dojki,1461,Odstranitev lezije na dojki
144,Odstranitev materničnega vložka,1112,Odstranitev materničnega vložka
420,Odstranitev osteosintetskega materiala (OSM ex),1423,Odstranitev osteosintetskega materiala (OSM ex)
1428,Odstranitev osteosintetskega materiala (OSM ex) pri otroku,2562,Odstranitev osteosintetskega materiala (OSM ex) pri otroku
1010,Odstranitev polipov,2077,Odstranitev polipov
362,Odstranitev tujka iz mehurja,1365,Odstranitev tujka iz mehurja
223,Odstranitev tujka iz nosu,1226,Odstranitev tujka iz nosu
263,Odstranitev tujka iz sapnika,1266,Odstranitev tujka iz sapnika
205,Odstranitev tujka iz zunanjega sluhovoda,1208,Odstranitev tujka iz zunanjega sluhovoda
240,Odstranitev tujka iz žrela,1243,Odstranitev tujka iz žrela
2002,Odstranitev tumorja kože in podkožja,2783,Odstranitev tumorja kože in podkožja
303,Odstranitev venske valvule,1306,Odstranitev venske valvule
175,Odstranitev zrkla,1178,Odstranitev zrkla
1133,Odstranjevanje tujka v sinusu,2218,Odstranjevanje tujka v sinusu
527,Odvzem materiala za aspiracijsko biopsijo s tanko iglo (ABTI),1534,Odvzem materiala za aspiracijsko biopsijo s tanko iglo (ABTI)
397,"Odvzem tkivnega vzorca za histopatološko diagnostiko predrakavih/rakavih sprememb materničnega vratu (biopsija, odščip)",1400,"Odvzem tkivnega vzorca za histopatološko diagnostiko predrakavih/rakavih sprememb materničnega vratu (biopsija, odščip)"
1906,Okulistični pregled otroka (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,2678P,Okulistični pregled otroka (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi
1414,Okulistični pregled otroka v subspecialističnih ambulantah - prvi,2553P,Okulistični pregled otroka v subspecialističnih ambulantah - prvi
1908,Okulistični pregled otroka zaradi očal - prvi,2679P,Okulistični pregled otroka zaradi očal - prvi
1936,Okulistični pregled pri boleznih mrežnice in angiografije - prvi,2693P,Okulistični pregled pri boleznih mrežnice in angiografije - prvi
1311,Okulistični pregled pri diabetični retinopatiji - prvi,2361P,Okulistični pregled pri diabetični retinopatiji - prvi
1944,Okulistični pregled pri glavkomu - prvi,2697P,Okulistični pregled pri glavkomu - prvi
1924,Okulistični pregled pri odstopu mrežnice - prvi,2687P,Okulistični pregled pri odstopu mrežnice - prvi
1932,Okulistični pregled pri ščitnični orbitopatiji - prvi,2691P,Okulistični pregled pri ščitnični orbitopatiji - prvi
1942,Okulistični pregled pri uveitsu - prvi,2696P,Okulistični pregled pri uveitsu - prvi
53,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi,1028P,Okulistični pregled (razen pregled vida za očala in pregleda zaradi kontaktnih leč) - prvi
1930,Okulistični pregled v ambulanti za nevrooftalmologijo in distrofije mrežnice - prvi,2690P,Okulistični pregled v ambulanti za nevrooftalmologijo in distrofije mrežnice - prvi
1934,Okulistični pregled v ambulanti za onkološko diagnostiko - prvi,2692P,Okulistični pregled v ambulanti za onkološko diagnostiko - prvi
1938,Okulistični pregled v ambulanti za ortoptiko in strabologijo - prvi,2694P,Okulistični pregled v ambulanti za ortoptiko in strabologijo - prvi
1940,Okulistični pregled v ambulanti za refraktivno kirurgijo in bolezni roženice - prvi,2695P,Okulistični pregled v ambulanti za refraktivno kirurgijo in bolezni roženice - prvi
1928,Okulistični pregled v okuloplastični kirurgiji - prvi,2689P,Okulistični pregled v okuloplastični kirurgiji - prvi
1926,Okulistični pregled v vitreoretinalni kirurgiji - prvi,2688P,Okulistični pregled v vitreoretinalni kirurgiji - prvi
965,Okulistični pregled zaradi kontaktnih leč - prvi,1998P,Okulistični pregled zaradi kontaktnih leč - prvi
633,Okulistični pregled zaradi očal - prvi,1930P,Okulistični pregled zaradi očal - prvi
1397,Onkološki pregled - konziliarni,2470,Onkološki pregled - konziliarni
1379,Onkološki pregled - prvi,2396P,Onkološki pregled - prvi
287,Operacija abdominalne aorte (anevrizma ali okluzija),1290,Operacija abdominalne aorte (anevrizma ali okluzija)
340,Operacija anusa,1343,Operacija anusa
575,Operacija discus hernie,1611,Operacija discus hernie
570,"Operacija Dupuytrenove kontrakture (CD, fibromatoza dlančne fascije)",1606,"Operacija Dupuytrenove kontrakture (CD, fibromatoza dlančne fascije)"
408,Operacija hidrokele / spermatokele / varikokele,1411,Operacija hidrokele / spermatokele / varikokele
1026,Operacija hrbtenice - dekompresija,2108,Operacija hrbtenice - dekompresija
1027,Operacija hrbtenice - spondilodeza,2109,Operacija hrbtenice - spondilodeza
338,Operacija ileusa - razrešitev zarastlin,1341,Operacija ileusa - razrešitev zarastlin
334,Operacija jeter,1337,Operacija jeter
146,Operacija karpalnega kanala,1149,Operacija karpalnega kanala
339,Operacija kile,1342,Operacija kile
1798,Operacija kile pri otroku,2727,Operacija kile pri otroku
308,Operacija krčnih žil,1311,Operacija krčnih žil
557,Operacija morbidne debelosti,1593,Operacija morbidne debelosti
1972,Operacija na obščitnici,2750,Operacija na obščitnici
1971,Operacija na ščitnici,2749,Operacija na ščitnici
1377,Operacija nosnega pretina,2379,Operacija nosnega pretina
571,Operacija nožnega palca (hallux),1607,Operacija nožnega palca (hallux)
332,Operacija pankreasa,1335,Operacija pankreasa
333,Operacija pankreasa z duodenektomijo,1336,Operacija pankreasa z duodenektomijo
278,"Operacija prirojene napake prepone (diafragmalna kila,…)",1281,"Operacija prirojene napake prepone (diafragmalna kila,…)"
162,"Operacija prirojenih anomalij hrbtenjače in hrbteničnega kanala (meningokela, mielomeningokela,…)",1165,"Operacija prirojenih anomalij hrbtenjače in hrbteničnega kanala (meningokela, mielomeningokela,…)"
376,"Operacija sečevoda (vezikouretralni refluks, hidronefroza, …)",1379,"Operacija sečevoda (vezikouretralni refluks, hidronefroza, …)"
192,Operacija sive mrene (katarakte),1195,Operacija sive mrene (katarakte)
337,Operacija slepiča (apendiksa),1340,Operacija slepiča (apendiksa)
197,Operacija strabizma,1200,Operacija strabizma
164,Operacija tireoglosalne ciste/fistule,1167,Operacija tireoglosalne ciste/fistule
286,Operacija torakalne anevrizme,1289,Operacija torakalne anevrizme
149,Operacija tumorja na hrbtenici,1152,Operacija tumorja na hrbtenici
991,Operacija ženske urinske inkontinence (razen TVT),2010,Operacija ženske urinske inkontinence (razen TVT)
1120,Operacija ženske urinske inkontinence TVT,2205,Operacija ženske urinske inkontinence TVT
324,Operacija žolčnih kamnov,1327,Operacija žolčnih kamnov
325,Operacija žolčnikov in žolčevodov (razen žolčnih kamnov),1328,Operacija žolčnikov in žolčevodov (razen žolčnih kamnov)
190,Operacije glavkoma,1193,Operacije glavkoma
1094,Operacije malignih tumorjev  v otorinolaringologiji v splošni anesteziji,2176,Operacije malignih tumorjev  v otorinolaringologiji v splošni anesteziji
173,Operacije na ščitnici in obščitnici,1176,Operacije na ščitnici in obščitnici
292,Operacije pacemaker (srčni spodbujevalnik),1295,Operacije pacemaker (srčni spodbujevalnik)
160,Operacije perifernih živcev,1163,Operacije perifernih živcev
285,Operacije prirojenih srčnih napak,1288,Operacije prirojenih srčnih napak
1098,Operacije tumorjev obnosnih votlin v splošni anesteziji,2180,Operacije tumorjev obnosnih votlin v splošni anesteziji
1110,Operacije zaradi motnje statike medeničnega dna,2195,Operacije zaradi motnje statike medeničnega dna
1102,Operativne laparoskopije v ginekologiji,2187,Operativne laparoskopije v ginekologiji
422,Operativni poseg zaradi posttravmatskega in / ali hematogenega osteitisa,1425,Operativni poseg zaradi posttravmatskega in / ali hematogenega osteitisa
1230,Operativni posegi zaradi urinske inkontinence,2320,Operativni posegi zaradi urinske inkontinence
1118,Operativno zdravljenje endometrioze na terciarni ravni,2203,Operativno zdravljenje endometrioze na terciarni ravni
1116,Operativno zdravljenje moške neplodnosti,2201,Operativno zdravljenje moške neplodnosti
997,Operativno zdravljenje tendovaginitisa,2018,Operativno zdravljenje tendovaginitisa
391,Oploditev z biomedicinsko pomočjo- spontan ciklus,1394,Oploditev z biomedicinsko pomočjo- spontan ciklus
392,Oploditev z biomedicinsko pomočjo- stimuliran ciklus,1395,Oploditev z biomedicinsko pomočjo- stimuliran ciklus
1355,Optična koherenčna tomografija (OCT),2366,Optična koherenčna tomografija (OCT)
1276,Oralni glukoza tolerančni test (OGTT) (razen v nosečnosti),2326,Oralni glukoza tolerančni test (OGTT) (razen v nosečnosti)
1253,Oralni glukoza tolerančni test (OGTT) v nosečnosti,2327,Oralni glukoza tolerančni test (OGTT) v nosečnosti
1774,Oromaksilofacialni posegi,2701,Oromaksilofacialni posegi
1368,Oromaksilofacialni pregled - prvi,2395P,Oromaksilofacialni pregled - prvi
1886,Oromaksilofacialni pregled otroka - prvi,2661P,Oromaksilofacialni pregled otroka - prvi
61,Ortodontski pregled - prvi,1032P,Ortodontski pregled - prvi
1122,Ortopan,2207,Ortopan
2436,Ortopan - otroci,3176,Ortopan - otroci
568,Ortopedska operacija rame,1604,Ortopedska operacija rame
1028,Ortopedske operacije skeleta pri otroku (razen skolioze),2110,Ortopedske operacije skeleta pri otroku (razen skolioze)
1772,Ortopedski posegi pri otroku,2699,Ortopedski posegi pri otroku
64,Ortopedski pregled - prvi,1033P,Ortopedski pregled - prvi
1403,Ortopedski pregled otroka - prvi,2544P,Ortopedski pregled otroka - prvi
1518,Ortotika spodnjega uda - prvi pregled,2528P,Ortotika spodnjega uda - prvi pregled
266,Oskrba traheostome (vključuje zamenjavo/odstranitev),1269,Oskrba traheostome (vključuje zamenjavo/odstranitev)
295,Ostale operacije na srcu,1298,Ostale operacije na srcu
605,Osteosinteza cervikalne hrbtenice,1641,Osteosinteza cervikalne hrbtenice
596,Osteosinteza gležnja,1632,Osteosinteza gležnja
595,Osteosinteza goleni,1631,Osteosinteza goleni
607,Osteosinteza hrbtenice (drugi posegi),1643,Osteosinteza hrbtenice (drugi posegi)
597,Osteosinteza kolena,1633,Osteosinteza kolena
600,Osteosinteza komolca,1636,Osteosinteza komolca
593,Osteosinteza medenice,1629,Osteosinteza medenice
599,Osteosinteza nadlahtnice,1635,Osteosinteza nadlahtnice
601,Osteosinteza podlahti,1637,Osteosinteza podlahti
604,Osteosinteza rame,1640,Osteosinteza rame
592,Osteosinteza stegnenice,1628,Osteosinteza stegnenice
594,"Osteosinteza stopala (skočnica, petnica, stopalnica)",1630,"Osteosinteza stopala (skočnica, petnica, stopalnica)"
151,Osteosinteza torakolumbalne hrbtenice,1154,Osteosinteza torakolumbalne hrbtenice
606,Osteosinteza torakolumbalne hrbtenice s kletko (cage),1642,Osteosinteza torakolumbalne hrbtenice s kletko (cage)
602,"Osteostineza dlančnic, členkov",1638,"Osteostineza dlančnic, členkov"
499,Otoakustična emisija,1502,Otoakustična emisija
209,Otomikroskopija,1212,Otomikroskopija
69,Otorinolaringološki pregled - prvi,1035P,Otorinolaringološki pregled - prvi
1241,Otorinolaringološki pregled otroka - prvi,2336P,Otorinolaringološki pregled otroka - prvi
1894,Otorinolaringološki pregled v subspecialistični ambulanti - prvi,2665P,Otorinolaringološki pregled v subspecialistični ambulanti - prvi
2522,Otroška ortotika,3249,Otroška ortotika
2570,Otroška ortotika - prvi pregled,3249P,Otroška ortotika - prvi pregled
1000,Paliativna obravnava - prvi pregled,2022P,Paliativna obravnava - prvi pregled
1097,Pansinusne operacije  v splošni anesteziji,2179,Pansinusne operacije  v splošni anesteziji
2508,PAP titracija v bolnišnici,3235,PAP titracija v bolnišnici
71,Parodontološki pregled - prvi,1036P,Parodontološki pregled - prvi
977,Pediatrični pregled na sekundarni ravni - prvi,2103P,Pediatrični pregled na sekundarni ravni - prvi
1426,Pediatrični pregled na terciarni ravni - prvi,2561P,Pediatrični pregled na terciarni ravni - prvi
1548,Pediatrični pregled zaradi avtizma - prvi,2485P,Pediatrični pregled zaradi avtizma - prvi
